0, 14.723666617144573
5.000000000000014, 12.165540038627242
10, 8.019610756202638
15, 3.079780121824399
20.000000000000014, -0.007614024662018437
25, -1.948261773882038
30, -4.241754568414791
35, -6.094191056306627
40, -7.858416282870294
45.000000000000014, -9.446218986777595
50, -10.681176645372162
55, -11.827923042638531
59.999999999999986, -12.886458178576731
64.99999999999999, -14.209627098499482
69.99999999999999, -15.356373495765865
75.00000000000001, -16.503119893032235
79.99999999999999, -17.738077551626787
84.99999999999999, -18.443767642252254
90.00000000000001, -19.14945773287772
94.99999999999999, -19.67872530084682
99.99999999999999, -19.94335908483137
105.00000000000001, -19.9433590848314
109.99999999999999, -20.119781607487766
114.99999999999999, -19.590514039518666
119.99999999999999, -18.531978903580452
124.99999999999999, -17.385232506314082
130, -15.973852325063149
135, -14.29783835982768
140, -12.445401871935829
145, -10.50475412271581
150, -8.123050066854859
155, -5.564923488337556
160, -3.3596419551329717
165, -0.7133041152874853
170, 1.9330337245580154
175, 4.491160303075318
180, 7.049286881592636
185, 9.254568414797205
190, 11.989117515970875
195, 15.076511662457293
200, 17.546426979646398
205, 20.45739860347645
210, 23.3683702273065
215.00000000000006, 25.926496805823817
220, 29.543158520279313
225, 32.18949636012479
230.00000000000006, 34.571200415985736
235, 36.42363690387758
240, 38.01143960778488
245.00000000000006, 39.59924231169218
250, 40.922411231614916
255, 42.06915762888129
260.00000000000006, 43.03948150349131
265, 44.009805378101326
270, 44.80370673005496
275.00000000000006, 45.59760808200861
280, 46.56793195661864
285, 47.80288961521319
290, 48.508579705838656
295, 47.008988263259546
300, 44.891917991383146
305, 43.127692764819486
310, 41.71631258356856
315.00000000000006, 39.863876095676716
320, 37.393960778487596
325, 34.92404546129847
330.00000000000006, 32.10128509879661
335, 29.89600356559204
340, 27.337876987074722
345.00000000000006, 24.867961669885602
350, 22.045201307383763
355, 18.957807160897346
360.00000000000006, 16.57610310503641
